cle_triptyque_temps,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_coref,time_code_coref,time_debut_coref,time_fin_coref,time_source_coref,time_ud_governor_coref,time_texte_auto,time_code_auto,time_debut_auto,time_fin_auto,time_source_auto,time_ud_governor_auto,temps_coref,temps_auto,statut_temps
1540 || 1548 || 1547,1,17,50,Un garçon âgé d' une trentaine d' années se montra et salua.,Un garçon âgé d'une trentaine d'années,montra,se,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1540 || 1550 || _,1,17,50,Un garçon âgé d' une trentaine d' années se montra et salua.,Un garçon âgé d'une trentaine d'années,salua,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1557 || 1559 || 1558,1,18,51,«Vous êtes Français et vous vous nommez John? lui demanda Phileas Fogg.,vous,nommez,vous,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1564 || 1563 || 1562,1,18,51,«Vous êtes Français et vous vous nommez John? lui demanda Phileas Fogg.,Phileas Fogg,demanda,lui,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1572 || 1571,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",,déplaise,en,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1572 || 1574,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",,déplaise,à monsieur,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1579 || 1576 || _,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",le nouveau venu Jean Passepartout un surnom,répondit,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1586 || 1589 || 1587,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",qui,resté,m',à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1586 || 1593 || 1595,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",qui,justifiait,mon aptitude naturelle,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1599 || 1598,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",,tirer,me,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1599 || 1601,1,19,52,"- Jean, n' en déplaise à monsieur, répondit le nouveau venu, Jean Passepartout, un surnom qui m' est resté, et que justifiait mon aptitude naturelle à me tirer d' affaire.",,tirer,d'affaire,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1603 || 1604 || _,1,19,53,"Je crois être un honnête garçon, monsieur, mais, pour être franc, j' ai fait plusieurs métiers.",Je,crois,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1618 || 1620 || 1622,1,19,53,"Je crois être un honnête garçon, monsieur, mais, pour être franc, j' ai fait plusieurs métiers.",j',fait,plusieurs métiers,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1635 || 1638,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",,faisant,de la voltige,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1635 || 1640,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",,faisant,comme Léotard,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1624 || 1643 || 1646,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",J',dansant,sur la corde,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1624 || 1643 || 1648,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",J',dansant,comme Blondin,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1651 || 1653 || 1670,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",je,devenu,en dernier lieu,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1651 || 1653 || 1679,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",je,devenu,à Paris,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1660 || 1662,1,19,54,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",,rendre,mes talents plus utiles,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1681 || 1682 || 1686,1,19,55,J' ai même dans mon dossier des incendies remarquables.,J',ai,dans mon dossier,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1681 || 1682 || 1688,1,19,55,J' ai même dans mon dossier des incendies remarquables.,J',ai,des incendies remarquables,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1712 || 1692 || 1694,1,19,56,"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",je,voilà,cinq ans,voilà cinq ans,1867-00-00-00-00,,,objet,voilà,voilà cinq ans,1872-10-02-11-30,1867-10-02 11:30,1872-10-02 11:30,objet,voilà,1867-00-00-00,1872-10-02-11-30,temps_different
1696 || 1698 || 1700,1,19,56,"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',quitté,la France,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1704 || _,1,19,56,"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",,voulant,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1696 || 1705 || 1704,1,19,56,"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',goûter,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1696 || 1705 || 1708,1,19,56,"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',goûter,de la vie de famille,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1748 || 1723 || 1722,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,trouvant,me,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1748 || 1723 || 1725,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,trouvant,sans place,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1748 || 1728 || _,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,appris,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1748 || 1751 || 1749,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,me,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1748 || 1751 || 1753,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,chez monsieur,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1748 || 1751 || 1756,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",je,présenté,avec l'espérance,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1759 || 1758,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",,vivre,y,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1763 || 1767,1,19,57,"Or, me trouvant sans place et ayant appris que M. Phileas Fogg était l' homme le plus exact et le plus sédentaire du Royaume - Uni, je me suis présenté chez monsieur avec l' espérance d' y vivre tranquille et d' oublier jusqu' à ce nom de Passepartout…",,oublier,jusqu'à ce nom de Passepartout,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1772 || 1774 || 1773,1,20,58,"- Passepartout me convient, répondit le gentleman.",Passepartout,convient,me,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1778 || 1776 || _,1,20,58,"- Passepartout me convient, répondit le gentleman.",le gentleman,répondit,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1780 || 1783 || 1781,1,20,59,Vous m' êtes recommandé.,Vous,recommandé,m',à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1785 || 1786 || 1789,1,20,60,J' ai de bons renseignements sur votre compte.,J',ai,de bons renseignements sur votre compte,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1794 || 1795 || 1797,1,20,61,Vous connaissez mes conditions?,Vous,connaissez,mes conditions,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
1808 || 1809 || _,1,22,64,Quelle heure avez -vous?,Quelle heure,avez,,à onze heures et demie sonnant,1872-10-02-11-00,,,precedent_context,devait,à onze heures et demie sonnant,1872-10-02-11-30,,,precedent_context,devait,1872-10-02-11,1872-10-02-11-30,temps_different
_ || 1817 || _,1,23,65,"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",,répondit,,onze heures vingt-deux,1872-10-02-11-00,,,ud_direct,répondit,onze heures vingt-deux,1872-10-02-11-22,,,ud_direct,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
_ || 1821 || 1823,1,23,65,"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",,tirant,des profondeurs de son gousset,onze heures vingt-deux,1872-10-02-11-00,,,ud_scope_anchor,répondit,onze heures vingt-deux,1872-10-02-11-22,,,ud_scope_anchor,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
_ || 1821 || 1829,1,23,65,"- Onze heures vingt-deux, répondit Passepartout, en tirant des profondeurs de son gousset une énorme montre d' argent.",,tirant,une énorme montre d'argent,onze heures vingt-deux,1872-10-02-11-00,,,ud_scope_anchor,répondit,onze heures vingt-deux,1872-10-02-11-22,,,ud_scope_anchor,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
1833 || 1834 || _,1,24,66,"-Vous retardez, dit Mr. Fogg.",-Vous,retardez,,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
1837 || 1836 || _,1,24,66,"-Vous retardez, dit Mr. Fogg.",Mr. Fogg,dit,,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
1842 || 1844 || 1843,1,25,67,"- Que monsieur me pardonne, mais c' est impossible.",monsieur,pardonne,me,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
1851 || 1852 || 1855,1,26,68,-Vous retardez de quatre minutes.,-Vous,retardez,de quatre minutes,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
_ || 1858 || _,1,26,69,N' importe.,,importe,,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
_ || 1861 || _,1,26,70,Il suffit de constater l' écart.,,suffit,,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
_ || 1863 || 1865,1,26,70,Il suffit de constater l' écart.,,constater,l'écart,onze heures vingt-deux,1872-10-02-11-00,,,precedent_context,répondit,onze heures vingt-deux,1872-10-02-11-22,,,precedent_context,répondit,1872-10-02-11,1872-10-02-11-22,temps_different
_ || 1870 || _,1,26,71,"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",,partir,,à partir de ce moment,1872-10-02-11-00,,,ud_scope_anchor,êtes,à partir de ce moment,1872-10-02-11-22,,,ud_scope_anchor,êtes,1872-10-02-11,1872-10-02-11-22,temps_different
1887 || 1888 || 1876,1,26,71,"Donc, à partir de ce moment, onze heures vingt-neuf du matin, ce mercredi 2 octobre 1872, vous êtes à mon service.",vous,êtes,onze heures vingt-neuf du matin,onze heures vingt-neuf du matin,1872-10-02-11-00,,,objet,êtes,onze heures vingt-neuf du matin,1872-10-02-11-29,,,objet,êtes,1872-10-02-11,1872-10-02-11-29,temps_different
2051 || 2052 || 2050,2,32,78,"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",il,venait,qu',pendant les quelques instants,1872-10-02-11-00,,,ud_scope_anchor,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2051 || 2054 || 2055,2,32,78,"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",il,entrevoir,Phileas Fogg,pendant les quelques instants,1872-10-02-11-00,,,ud_scope_anchor,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2058 || 2059 || 2049,2,32,78,"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",Passepartout,avait,Pendant les quelques instants,pendant les quelques instants,1872-10-02-11-00,,,objet,avait,pendant les quelques instants,,,,objet,avait,1872-10-02-11,,seulement_coref
2058 || 2064 || 2067,2,32,78,"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",Passepartout,examiné,son futur maître,pendant les quelques instants,1872-10-02-11-00,,,ud_scope_anchor,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2073 || 2074 || 2080,2,32,79,"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",qui,pouvait,de figure noble et belle,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2073 || 2075 || 2077,2,32,79,"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",qui,avoir,quarante ans,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2095 || 2091 || 2089,2,32,79,"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",un léger embonpoint blond de cheveux et de favoris,déparait,que,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
_ || 2105 || 2107,2,32,79,"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",,uni,sans apparences de rides,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
_ || 2105 || 2111,2,32,79,"C' était un homme qui pouvait avoir quarante ans, de figure noble et belle, haut de taille, que ne déparait pas un léger embonpoint, blond de cheveux et de favoris, front uni sans apparences de rides aux tempes, figure plutôt pâle que colorée, dents magnifiques.",,uni,aux tempes,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2122 || 2123 || _,2,32,80,"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,paraissait,,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2122 || 2124 || 2128,2,32,80,"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,posséder,au plus haut degré,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2122 || 2124 || 2129,2,32,80,"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,posséder,ce,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2132 || 2133 || 2130,2,32,80,"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",les physionomistes,appellent,que,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2147 || 2148 || 2149,2,32,80,"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",qui,font,plus de besogne que de bruit,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
_ || 2172 || _,2,32,81,"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",,achevé,,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2180 || 2182 || 2181,2,32,81,"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,se,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2180 || 2182 || 2187,2,32,81,"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,dans le Royaume-Uni,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
2180 || 2182 || 2188,2,32,81,"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,Royaume-Uni,pendant les quelques instants,1872-10-02-11-00,,,precedent_context,avait,ce mercredi 2 octobre 1872,1872-10-02-00-00,,,precedent_context,êtes,1872-10-02-11,1872-10-02-00,temps_different
